simulation_id,scenario_id,scenario_family,replicate_id,seed,dimension,sample_budget,effect_size,alpha,kernel,bandwidth,stopping_rule,multiplicity_rule,representation_count,model_count,reference_reuse,decision,stopping_time,coverage,false_positive,false_negative,runtime_seconds,true_mean,confidence_width,synthetic_validation_only,not_real_generator_evidence,not_empirical_paper_evidence,claim_allowed
66f09a363e51683c9200,finite_reference,finite_reference_population,14,3778038030,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000416582974139601,0.0,0.18209213411654696,True,True,True,False
ddc7a9e75b1f79b941ce,finite_reference,finite_reference_population,15,2191569257,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004177920054644346,0.0,0.18209213411654696,True,True,True,False
59a199ea5cbbc9b3d62a,finite_reference,finite_reference_population,16,4119585376,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004172910121269524,0.0,0.18209213411654696,True,True,True,False
74b2c940dffa7f5d98a4,finite_reference,finite_reference_population,17,2679626198,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041624996811151505,0.0,0.18209213411654696,True,True,True,False
1e3dbafc7d7941378de3,finite_reference,finite_reference_population,18,3909796285,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004178330418653786,0.0,0.18209213411654696,True,True,True,False
bf5f8b7e504e6446f90f,finite_reference,finite_reference_population,19,4148899806,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041725003393366933,0.0,0.18209213411654696,True,True,True,False
8497f206f39ca7783822,finite_reference,finite_reference_population,20,3850591563,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004158749943599105,0.0,0.18209213411654696,True,True,True,False
d6c83f2ec39f6165d401,finite_reference,finite_reference_population,21,1655425584,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000416582974139601,0.0,0.18209213411654696,True,True,True,False
5ffd8f255f0bc35513f1,finite_reference,finite_reference_population,22,997985910,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004159160307608545,0.0,0.18209213411654696,True,True,True,False
4cdacd93d00e552adc4f,finite_reference,finite_reference_population,23,540160024,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041620898991823196,0.0,0.18209213411654696,True,True,True,False
b561d0fa906a12f67444,finite_reference,finite_reference_population,24,3632791025,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041687500197440386,0.0,0.18209213411654696,True,True,True,False
644d5a516f1348cfe75b,finite_reference,finite_reference_population,25,3950367770,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00042349996510893106,0.0,0.18209213411654696,True,True,True,False
c0b403c2f229ce7f9bd4,finite_reference,finite_reference_population,26,978427514,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004820830072276294,0.0,0.18209213411654696,True,True,True,False
b3ad86ce74fdadff0a46,finite_reference,finite_reference_population,27,2104334598,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048337504267692566,0.0,0.18209213411654696,True,True,True,False
8214b749ffa1d0053e44,finite_reference,finite_reference_population,28,225616242,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004830000107176602,0.0,0.18209213411654696,True,True,True,False
8cab1c7c61d59a506880,finite_reference,finite_reference_population,29,319275347,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004855419974774122,0.0,0.18209213411654696,True,True,True,False
03ab796a850739d9e445,finite_reference,finite_reference_population,30,1979223034,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048641697503626347,0.0,0.18209213411654696,True,True,True,False
0be84087ad13321aa676,finite_reference,finite_reference_population,31,2238727071,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004835000145249069,0.0,0.18209213411654696,True,True,True,False
0812b91168f360257262,finite_reference,finite_reference_population,32,194845876,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004830830148421228,0.0,0.18209213411654696,True,True,True,False
ecbf85d8cd342bc823bb,finite_reference,finite_reference_population,33,805406181,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004838330205529928,0.0,0.18209213411654696,True,True,True,False
63873c13924e3be13ffb,finite_reference,finite_reference_population,34,500043953,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000480624963529408,0.0,0.18209213411654696,True,True,True,False
71b54d5e3b2824664a22,finite_reference,finite_reference_population,35,2415761050,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004823750350624323,0.0,0.18209213411654696,True,True,True,False
f6c85afa0e81c51d4dc0,finite_reference,finite_reference_population,36,3389555886,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004826249787583947,0.0,0.18209213411654696,True,True,True,False
e5fe081944e02ce880f8,finite_reference,finite_reference_population,37,218304894,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048349995631724596,0.0,0.18209213411654696,True,True,True,False
8c5fae27218b16a8b25f,finite_reference,finite_reference_population,38,3740445855,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048379204235970974,0.0,0.18209213411654696,True,True,True,False
9dc39942d2b5ccf7ee89,finite_reference,finite_reference_population,39,306909912,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048104202141985297,0.0,0.18209213411654696,True,True,True,False
119fb3d09f6a270b8123,finite_reference,finite_reference_population,40,2811816926,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048354099271818995,0.0,0.18209213411654696,True,True,True,False
29782f8257156a67cd42,finite_reference,finite_reference_population,41,1823449378,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004824580391868949,0.0,0.18209213411654696,True,True,True,False
307892bf119dca7e5e48,finite_reference,finite_reference_population,42,1929594442,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004812920233234763,0.0,0.18209213411654696,True,True,True,False
c7e062fac10ba6a445a0,finite_reference,finite_reference_population,43,2922774293,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004824170027859509,0.0,0.18209213411654696,True,True,True,False
7467fecd99f76ad70634,finite_reference,finite_reference_population,44,3524340226,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004809160018339753,0.0,0.18209213411654696,True,True,True,False
3df78e808bd6c177345b,finite_reference,finite_reference_population,45,581272955,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048395898193120956,0.0,0.18209213411654696,True,True,True,False
d38bb5eb9f7927b280a5,finite_reference,finite_reference_population,46,2737827698,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004837500164285302,0.0,0.18209213411654696,True,True,True,False
dbad77d5c4cca70c3bb3,finite_reference,finite_reference_population,47,2717132589,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004808749654330313,0.0,0.18209213411654696,True,True,True,False
1e81cd8642ad597587bb,finite_reference,finite_reference_population,48,2758215109,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004840840119868517,0.0,0.18209213411654696,True,True,True,False
e009cfc7c70094db57d4,finite_reference,finite_reference_population,49,1234279296,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00043808401096612215,0.0,0.18209213411654696,True,True,True,False
1de6c0c84abe24b8a0dd,finite_reference,finite_reference_population,50,655582410,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004182920092716813,0.0,0.18209213411654696,True,True,True,False
71dd458c820f124cbf93,finite_reference,finite_reference_population,51,3412209013,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041583296842873096,0.0,0.18209213411654696,True,True,True,False
8f043372139798cebd84,finite_reference,finite_reference_population,52,3754135119,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004146670107729733,0.0,0.18209213411654696,True,True,True,False
9f18998d90e5c1d8dd29,finite_reference,finite_reference_population,53,2004188433,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041391700506210327,0.0,0.18209213411654696,True,True,True,False
5cb8f6894bc1bf5e4936,finite_reference,finite_reference_population,54,295255416,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004139590309932828,0.0,0.18209213411654696,True,True,True,False
d11e053c943d362b63bc,finite_reference,finite_reference_population,55,364246992,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004147920408286154,0.0,0.18209213411654696,True,True,True,False
30d081c3c8fbc930a048,finite_reference,finite_reference_population,56,3444239519,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004194999928586185,0.0,0.18209213411654696,True,True,True,False
c4fac4f4fcfcbd8e88da,finite_reference,finite_reference_population,57,1988663772,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004182499833405018,0.0,0.18209213411654696,True,True,True,False
9cdca22fe4431a5bd2ad,finite_reference,finite_reference_population,58,3862230174,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004172910121269524,0.0,0.18209213411654696,True,True,True,False
d9102ac5be691774c66a,finite_reference,finite_reference_population,59,1794567655,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041620800038799644,0.0,0.18209213411654696,True,True,True,False
016b7f3fc80338c94a54,finite_reference,finite_reference_population,60,1253704038,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041487504495307803,0.0,0.18209213411654696,True,True,True,False
752438907292a4f3330a,finite_reference,finite_reference_population,61,3501997093,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004155829665251076,0.0,0.18209213411654696,True,True,True,False
96452bede3915600dfc0,finite_reference,finite_reference_population,62,469971945,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000414749956689775,0.0,0.18209213411654696,True,True,True,False
691009ed0dc1bd9201f9,finite_reference,finite_reference_population,63,708146802,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041550002060830593,0.0,0.18209213411654696,True,True,True,False
4c3517d8d74d56daaf10,finite_reference,finite_reference_population,64,3386207769,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041500001680105925,0.0,0.18209213411654696,True,True,True,False
b4a79d161af05540d001,finite_reference,finite_reference_population,65,3415837967,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000414790993090719,0.0,0.18209213411654696,True,True,True,False
6adf9c72be05656ef066,finite_reference,finite_reference_population,66,1298871089,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004145420389249921,0.0,0.18209213411654696,True,True,True,False
47fd9f9a47a7f11c2bad,finite_reference,finite_reference_population,67,566414195,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004141249810345471,0.0,0.18209213411654696,True,True,True,False
6b70fc88f8be725cd9b2,finite_reference,finite_reference_population,68,709323492,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041437498293817043,0.0,0.18209213411654696,True,True,True,False
773338b9e8fecb620aea,finite_reference,finite_reference_population,69,627464545,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041437498293817043,0.0,0.18209213411654696,True,True,True,False
d159067e615320f3ef9c,finite_reference,finite_reference_population,70,64430665,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041612499626353383,0.0,0.18209213411654696,True,True,True,False
937d4e38dff6c50ab280,finite_reference,finite_reference_population,71,2741133219,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041333300760015845,0.0,0.18209213411654696,True,True,True,False
4e6deaf5e94156e8e6cc,finite_reference,finite_reference_population,72,468151311,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041483400855213404,0.0,0.18209213411654696,True,True,True,False
0f87d93d30fbad78f20a,finite_reference,finite_reference_population,73,4238253857,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041729200165718794,0.0,0.18209213411654696,True,True,True,False
d6a9da7719ae9d67fe99,finite_reference,finite_reference_population,74,2765111168,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004153329646214843,0.0,0.18209213411654696,True,True,True,False
7102aa5c0f65cc965c61,finite_reference,finite_reference_population,75,945891248,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00041562499245628715,0.0,0.18209213411654696,True,True,True,False
6e3f79883bf83c477c4d,finite_reference,finite_reference_population,76,1247532213,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00042029202450066805,0.0,0.18209213411654696,True,True,True,False
aa8e05e7569fd2752010,finite_reference,finite_reference_population,77,1870358646,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004789580125361681,0.0,0.18209213411654696,True,True,True,False
d67110170d441ccced6a,finite_reference,finite_reference_population,78,2579809800,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004794590058736503,0.0,0.18209213411654696,True,True,True,False
2db13790ac289020639e,finite_reference,finite_reference_population,79,2510064186,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048049999168142676,0.0,0.18209213411654696,True,True,True,False
5ca9bc1cbee44087db86,finite_reference,finite_reference_population,80,2933733534,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004790830425918102,0.0,0.18209213411654696,True,True,True,False
4daf8178418ed03ca1a3,finite_reference,finite_reference_population,81,103606621,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004926249966956675,0.0,0.18209213411654696,True,True,True,False
f3bd383547976fe75dfb,finite_reference,finite_reference_population,82,4153053446,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004794999840669334,0.0,0.18209213411654696,True,True,True,False
53da4cb2e0bd26ed4f77,finite_reference,finite_reference_population,83,2529562801,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00047991599421948195,0.0,0.18209213411654696,True,True,True,False
a2fb195ae3c39e7092ea,finite_reference,finite_reference_population,84,1374962954,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004811250255443156,0.0,0.18209213411654696,True,True,True,False
aad6c21ceebc04837e37,finite_reference,finite_reference_population,85,3984441409,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00047979102237150073,0.0,0.18209213411654696,True,True,True,False
6bfdd0ddad30cea72ea5,finite_reference,finite_reference_population,86,1951135187,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004813330015167594,0.0,0.18209213411654696,True,True,True,False
69cef2d32875981ffc3b,finite_reference,finite_reference_population,87,1277806334,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00047966698184609413,0.0,0.18209213411654696,True,True,True,False
2ae98221fe24ddf4530e,finite_reference,finite_reference_population,88,3652094306,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004812499973922968,0.0,0.18209213411654696,True,True,True,False
34a1da64622f27e37ba2,finite_reference,finite_reference_population,89,2616252774,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004812499973922968,0.0,0.18209213411654696,True,True,True,False
83d71ae2bfd48f4479f8,finite_reference,finite_reference_population,90,1851246313,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004811669932678342,0.0,0.18209213411654696,True,True,True,False
3039586af5c93dfa12ed,finite_reference,finite_reference_population,91,4028848492,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048037501983344555,0.0,0.18209213411654696,True,True,True,False
b488b0e41f004ed36ddf,finite_reference,finite_reference_population,92,3541657343,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004820830072276294,0.0,0.18209213411654696,True,True,True,False
1da3e1a079b373d73166,finite_reference,finite_reference_population,93,3900945881,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00048395898193120956,0.0,0.18209213411654696,True,True,True,False
05977d357ece26b53a78,finite_reference,finite_reference_population,94,949157632,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000691708002705127,0.0,0.18209213411654696,True,True,True,False
009efbb8b4e749d2a15b,finite_reference,finite_reference_population,95,871574323,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005776250036433339,0.0,0.18209213411654696,True,True,True,False
fa5c705dfee0f14d12f3,finite_reference,finite_reference_population,96,994175316,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000561749970074743,0.0,0.18209213411654696,True,True,True,False
a54529118bb837e083a2,finite_reference,finite_reference_population,97,1026548813,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005655419663526118,0.0,0.18209213411654696,True,True,True,False
489d3673dc9bc133d236,finite_reference,finite_reference_population,98,3292077439,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005562080186791718,0.0,0.18209213411654696,True,True,True,False
4205f248caf48b6d7b1c,finite_reference,finite_reference_population,99,1915997021,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005822920356877148,0.0,0.18209213411654696,True,True,True,False
8095e510e56c643395ff,finite_reference,finite_reference_population,100,2090042151,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005654589622281492,0.0,0.18209213411654696,True,True,True,False
bfeca5622fe1f88addc8,finite_reference,finite_reference_population,101,2998464279,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005857090000063181,0.0,0.18209213411654696,True,True,True,False
3a7e1f5728990b5595ee,finite_reference,finite_reference_population,102,438577542,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005970000056549907,0.0,0.18209213411654696,True,True,True,False
9b026c1025c327579c84,finite_reference,finite_reference_population,103,2934137350,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0006595420418307185,0.0,0.18209213411654696,True,True,True,False
43bd0a6884cb0f1b4960,finite_reference,finite_reference_population,104,2368593982,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005849169683642685,0.0,0.18209213411654696,True,True,True,False
e442804135440a5b85cb,finite_reference,finite_reference_population,105,3839903358,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.000564292015042156,0.0,0.18209213411654696,True,True,True,False
45ade37dcd32fadd58ca,finite_reference,finite_reference_population,106,2533439239,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005601250450126827,0.0,0.18209213411654696,True,True,True,False
9580cb954810512fda05,finite_reference,finite_reference_population,107,3496326343,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005565840401686728,0.0,0.18209213411654696,True,True,True,False
5cf8dfb166addfd615d8,finite_reference,finite_reference_population,108,828680675,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005571660003624856,0.0,0.18209213411654696,True,True,True,False
697bf79413f82933b5ab,finite_reference,finite_reference_population,109,1912609659,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0005557910189963877,0.0,0.18209213411654696,True,True,True,False
fbe4029ad0586d988e46,finite_reference,finite_reference_population,110,1244621210,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.0004527089768089354,0.0,0.18209213411654696,True,True,True,False
9d4261e715daca633353,finite_reference,finite_reference_population,111,379389958,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00043541594641283154,0.0,0.18209213411654696,True,True,True,False
ed9b79bfb34becd6af73,finite_reference,finite_reference_population,112,1423097338,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00042450003093108535,0.0,0.18209213411654696,True,True,True,False
0a3f5986f1d769104629,finite_reference,finite_reference_population,113,2055962966,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,1,2,False,UNRESOLVED,5000,True,False,False,0.00042391702299937606,0.0,0.18209213411654696,True,True,True,False
