sequence,phase,command,cwd,start_utc,end_utc,duration_seconds,exit_code,status,stdout_log,stderr_log,artifacts_created,artifacts_reused,blocker,claim_allowed
15,baseline_ruff,python3 -m ruff check certgen scripts tests,.,2026-08-12T12:51:59.044213Z,2026-08-12T12:51:59.141085Z,0.096481,0,PASS,reports/icml2027/final_closure/command_logs/0015_baseline_ruff.stdout.log,reports/icml2027/final_closure/command_logs/0015_baseline_ruff.stderr.log,,,,False
16,baseline_changed_mypy,python3 -m mypy --follow-imports=skip certgen/icml2027 certgen/metrics/kernels.py certgen/metrics/streams.py certgen/stats/reference_sampling.py certgen/stats/cs.py certgen/certs/api.py certgen/release/archive.py scripts/icml2027 tests/icml2027,.,2026-08-12T12:51:59.214152Z,2026-08-12T12:52:00.603664Z,1.389108,0,PASS,reports/icml2027/final_closure/command_logs/0016_baseline_changed_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0016_baseline_changed_mypy.stderr.log,,,,False
17,baseline_full_mypy,python3 -m mypy certgen scripts,.,2026-08-12T12:52:00.678026Z,2026-08-12T12:52:15.566826Z,14.888115,1,EXPECTED_BOUNDARY,reports/icml2027/final_closure/command_logs/0017_baseline_full_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0017_baseline_full_mypy.stderr.log,,,,False
18,baseline_privacy,"python3 -c 'from certgen.release.privacy_scan import scan_privacy; issues=scan_privacy(); print({""passed"":not issues,""issues"":issues}); raise SystemExit(bool(issues))'",.,2026-08-12T12:52:15.659992Z,2026-08-12T12:52:15.741668Z,0.081282,0,PASS,reports/icml2027/final_closure/command_logs/0018_baseline_privacy.stdout.log,reports/icml2027/final_closure/command_logs/0018_baseline_privacy.stderr.log,,,,False
19,baseline_secrets,"python3 -c 'from scripts.generate_execution_reports import secret_scan; findings=secret_scan(); print({""passed"":not findings,""findings"":findings}); raise SystemExit(bool(findings))'",.,2026-08-12T12:52:15.815697Z,2026-08-12T12:52:16.093288Z,0.277240,0,PASS,reports/icml2027/final_closure/command_logs/0019_baseline_secrets.stdout.log,reports/icml2027/final_closure/command_logs/0019_baseline_secrets.stderr.log,,,,False
20,baseline_restricted_assets,"python3 -c 'from scripts.generate_execution_reports import large_file_audit; rows,blockers=large_file_audit(); restricted=[r for r in rows if r[""classification""]==""restricted_model_asset"" and r[""tracked""]==""true""]; print({""passed"":not blockers and not restricted,""blockers"":blockers,""restricted"":restricted}); raise SystemExit(bool(blockers or restricted))'",.,2026-08-12T12:52:16.168288Z,2026-08-12T12:52:16.815900Z,0.647218,0,PASS,reports/icml2027/final_closure/command_logs/0020_baseline_restricted_assets.stdout.log,reports/icml2027/final_closure/command_logs/0020_baseline_restricted_assets.stderr.log,,,,False
21,baseline_diff_check,git diff --check,.,2026-08-12T12:52:16.890108Z,2026-08-12T12:52:16.911380Z,0.020949,0,PASS,reports/icml2027/final_closure/command_logs/0021_baseline_diff_check.stdout.log,reports/icml2027/final_closure/command_logs/0021_baseline_diff_check.stderr.log,,,,False
22,cpu_scientific_closure,python3 scripts/icml2027/run_final_closure_science.py,.,2026-08-12T13:10:34.579862Z,2026-08-12T13:10:35.881912Z,1.301608,0,PASS,reports/icml2027/final_closure/command_logs/0022_cpu_scientific_closure.stdout.log,reports/icml2027/final_closure/command_logs/0022_cpu_scientific_closure.stderr.log,reports/icml2027/production_mmd/SCENARIO_CLASSIFICATION.csv;reports/icml2027/production_mmd/POWER_RECOMPUTED_TRUE_ALTERNATIVES.csv;reports/icml2027/final_closure/CIFAR10K_CPU_FEASIBILITY.csv;reports/icml2027/final_closure/CPU_SCIENCE_SUMMARY.json,,,False
23,boundary_benchmark,python3 -m certgen icml2027 audit boundary --config configs/icml2027/anytime_boundary_benchmark.yaml --out-dir artifacts/icml2027/final_closure_boundary,.,2026-08-12T13:13:07.004388Z,2026-08-12T13:13:08.603243Z,1.598363,0,PASS,reports/icml2027/final_closure/command_logs/0023_boundary_benchmark.stdout.log,reports/icml2027/final_closure/command_logs/0023_boundary_benchmark.stderr.log,artifacts/icml2027/final_closure_boundary/ANYTIME_BOUNDARY_COMPARISON.csv;artifacts/icml2027/final_closure_boundary/ANYTIME_BOUNDARY_COMPARISON.summary.json,,,False
24,final_closure_tests,python3 -m pytest -q tests/icml2027/test_final_closure.py,.,2026-08-12T13:14:39.191804Z,2026-08-12T13:14:40.643061Z,1.450824,0,PASS,reports/icml2027/final_closure/command_logs/0024_final_closure_tests.stdout.log,reports/icml2027/final_closure/command_logs/0024_final_closure_tests.stderr.log,,registry/manifests/icml2027/cifar10k_generator_seed_manifest_v1.json,,False
25,rebuild_icml_notebooks,python3 -m certgen icml2027 notebooks generate --root notebooks/kaggle/icml2027,.,2026-08-12T13:14:48.891603Z,2026-08-12T13:14:49.012170Z,0.120188,0,PASS,reports/icml2027/final_closure/command_logs/0025_rebuild_icml_notebooks.stdout.log,reports/icml2027/final_closure/command_logs/0025_rebuild_icml_notebooks.stderr.log,notebooks/kaggle/icml2027/*.ipynb,,,False
26,payload_cli_validation,python3 -m certgen icml2027 payload validate artifacts/icml2027/final_closure_fixture/generation/generation_payload.output.index.json --type generation,.,2026-08-12T13:14:55.835759Z,2026-08-12T13:14:55.971973Z,0.135755,0,PASS,reports/icml2027/final_closure/command_logs/0026_payload_cli_validation.stdout.log,reports/icml2027/final_closure/command_logs/0026_payload_cli_validation.stderr.log,,artifacts/icml2027/final_closure_fixture/generation/generation_payload.output.index.json,,False
27,targeted_ruff,ruff check certgen/icml2027/dependency_lifecycle.py certgen/icml2027/execution_contract.py certgen/icml2027/payload.py certgen/icml2027/final_fixture.py certgen/icml2027/scientific_closure.py certgen/icml2027/notebook_runtime.py certgen/icml2027/notebooks.py certgen/icml2027/kaggle.py certgen/generation/generate_cifar10_diffusers.py scripts/icml2027 tests/icml2027/test_final_closure.py,.,2026-08-12T13:16:10.299939Z,2026-08-12T13:16:10.346072Z,0.045805,0,PASS,reports/icml2027/final_closure/command_logs/0027_targeted_ruff.stdout.log,reports/icml2027/final_closure/command_logs/0027_targeted_ruff.stderr.log,,,,False
28,changed_code_mypy,python3 -m mypy --follow-imports=skip certgen/icml2027 certgen/generation/generate_cifar10_diffusers.py scripts/icml2027 tests/icml2027,.,2026-08-12T13:16:22.862895Z,2026-08-12T13:16:24.241766Z,1.378469,1,FAIL,reports/icml2027/final_closure/command_logs/0028_changed_code_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0028_changed_code_mypy.stderr.log,,,,False
29,changed_code_mypy_retry,python3 -m mypy --follow-imports=skip certgen/icml2027 certgen/generation/generate_cifar10_diffusers.py scripts/icml2027 tests/icml2027,.,2026-08-12T13:17:03.938933Z,2026-08-12T13:17:04.178039Z,0.238685,0,PASS,reports/icml2027/final_closure/command_logs/0029_changed_code_mypy_retry.stdout.log,reports/icml2027/final_closure/command_logs/0029_changed_code_mypy_retry.stderr.log,,,,False
30,icml_test_suite,python3 -m pytest -q tests/icml2027,.,2026-08-12T13:17:12.809400Z,2026-08-12T13:17:16.051801Z,3.241922,0,PASS,reports/icml2027/final_closure/command_logs/0030_icml_test_suite.stdout.log,reports/icml2027/final_closure/command_logs/0030_icml_test_suite.stderr.log,,,,False
31,cpu_scientific_closure_final,python3 scripts/icml2027/run_final_closure_science.py,.,2026-08-12T13:25:04.256065Z,2026-08-12T13:25:05.533178Z,1.276652,0,PASS,reports/icml2027/final_closure/command_logs/0031_cpu_scientific_closure_final.stdout.log,reports/icml2027/final_closure/command_logs/0031_cpu_scientific_closure_final.stderr.log,reports/icml2027/final_closure/CPU_SCIENCE_SUMMARY.json,,,False
32,final_compileall,zsh -c 'python3 -m compileall -q certgen scripts tests',.,2026-08-12T13:25:32.815055Z,2026-08-12T13:25:32.942358Z,0.126985,0,PASS,reports/icml2027/final_closure/command_logs/0032_final_compileall.stdout.log,reports/icml2027/final_closure/command_logs/0032_final_compileall.stderr.log,,,,False
33,final_imports,"zsh -c 'python3 -c '""'""'import certgen; import certgen.icml2027.dependency_lifecycle; import certgen.icml2027.execution_contract; import certgen.icml2027.payload; import certgen.icml2027.final_fixture; import certgen.icml2027.scientific_closure'""'""''",.,2026-08-12T13:25:33.018691Z,2026-08-12T13:25:33.132528Z,0.113503,0,PASS,reports/icml2027/final_closure/command_logs/0033_final_imports.stdout.log,reports/icml2027/final_closure/command_logs/0033_final_imports.stderr.log,,,,False
34,final_default_pytest,zsh -c 'python3 -m pytest -q',.,2026-08-12T13:25:33.209354Z,2026-08-12T13:25:52.809374Z,19.599501,0,PASS,reports/icml2027/final_closure/command_logs/0034_final_default_pytest.stdout.log,reports/icml2027/final_closure/command_logs/0034_final_default_pytest.stderr.log,,,,False
35,final_full_marker_pytest,python3 -m pytest -q -m 'integration_audit or not integration_audit',.,2026-08-12T13:25:56.956776Z,2026-08-12T13:27:35.699263Z,98.741444,0,PASS,reports/icml2027/final_closure/command_logs/0035_final_full_marker_pytest.stdout.log,reports/icml2027/final_closure/command_logs/0035_final_full_marker_pytest.stderr.log,,,,False
36,final_integration_wrappers,python3 -m pytest -q -o addopts= tests/test_v2_audit.py::test_v2_audit_runs_and_writes_outputs tests/test_v3_docs_and_audit.py::test_v3_final_audit_runs tests/test_v4_audit.py::test_v4_final_audit_runs tests/test_v5_audit.py::test_v5_final_audit_runs,.,2026-08-12T13:27:45.778417Z,2026-08-12T13:29:05.814465Z,80.031870,0,PASS,reports/icml2027/final_closure/command_logs/0036_final_integration_wrappers.stdout.log,reports/icml2027/final_closure/command_logs/0036_final_integration_wrappers.stderr.log,,,,False
37,final_bootstrap_tests,zsh -c 'python3 -m pytest -q -o addopts= tests/test_final_execution_path_seal.py tests/test_universal_kaggle_discovery.py',.,2026-08-12T13:30:09.865809Z,2026-08-12T13:30:16.417944Z,6.551641,0,PASS,reports/icml2027/final_closure/command_logs/0037_final_bootstrap_tests.stdout.log,reports/icml2027/final_closure/command_logs/0037_final_bootstrap_tests.stderr.log,,,,False
38,final_closure_tests_final,zsh -c 'python3 -m pytest -q tests/icml2027/test_final_closure.py',.,2026-08-12T13:30:16.507720Z,2026-08-12T13:30:17.840085Z,1.331860,0,PASS,reports/icml2027/final_closure/command_logs/0038_final_closure_tests_final.stdout.log,reports/icml2027/final_closure/command_logs/0038_final_closure_tests_final.stderr.log,,,,False
39,final_diagnostic_bundle,zsh -c 'python3 -m certgen kaggle validate-input artifacts/cvpr/kaggle_inputs/diagnostic/certgen_kaggle_environment_diagnostic_input.zip --json',.,2026-08-12T13:30:17.923970Z,2026-08-12T13:30:18.083557Z,0.159143,0,PASS,reports/icml2027/final_closure/command_logs/0039_final_diagnostic_bundle.stdout.log,reports/icml2027/final_closure/command_logs/0039_final_diagnostic_bundle.stderr.log,,,,False
40,final_preflight_bundle,zsh -c 'python3 -m certgen kaggle validate-input artifacts/cvpr/kaggle_inputs/preflight/certgen_cvpr_preflight_input.zip --json',.,2026-08-12T13:30:18.167816Z,2026-08-12T13:30:18.345989Z,0.177737,0,PASS,reports/icml2027/final_closure/command_logs/0040_final_preflight_bundle.stdout.log,reports/icml2027/final_closure/command_logs/0040_final_preflight_bundle.stderr.log,,,,False
41,final_provenance,zsh -c 'python3 -m certgen provenance verify --study artifacts/cvpr/study/cifar_integrity_minimal.yaml',.,2026-08-12T13:30:18.428898Z,2026-08-12T13:30:18.568267Z,0.138908,0,PASS,reports/icml2027/final_closure/command_logs/0041_final_provenance.stdout.log,reports/icml2027/final_closure/command_logs/0041_final_provenance.stderr.log,,,,False
42,final_replay,zsh -c 'python3 -m certgen replay verify --study artifacts/cvpr/study/cifar_integrity_minimal.yaml',.,2026-08-12T13:30:18.651445Z,2026-08-12T13:30:18.785304Z,0.133426,0,PASS,reports/icml2027/final_closure/command_logs/0042_final_replay.stdout.log,reports/icml2027/final_closure/command_logs/0042_final_replay.stderr.log,,,,False
43,final_security_release,zsh -c 'python3 -m certgen.cli.run_release_safety_scan',.,2026-08-12T13:30:18.868087Z,2026-08-12T13:30:18.998939Z,0.130383,0,PASS,reports/icml2027/final_closure/command_logs/0043_final_security_release.stdout.log,reports/icml2027/final_closure/command_logs/0043_final_security_release.stderr.log,,,,False
44,final_privacy,"zsh -c 'python3 -c '""'""'from certgen.release.privacy_scan import scan_privacy; issues=scan_privacy(); print({""passed"":not issues,""issues"":issues}); raise SystemExit(bool(issues))'""'""''",.,2026-08-12T13:30:42.515210Z,2026-08-12T13:30:42.604189Z,0.088573,0,PASS,reports/icml2027/final_closure/command_logs/0044_final_privacy.stdout.log,reports/icml2027/final_closure/command_logs/0044_final_privacy.stderr.log,,,,False
45,final_secrets,"zsh -c 'python3 -c '""'""'from scripts.generate_execution_reports import secret_scan; findings=secret_scan(); print({""passed"":not findings,""findings"":findings}); raise SystemExit(bool(findings))'""'""''",.,2026-08-12T13:30:42.690371Z,2026-08-12T13:30:42.975397Z,0.284570,0,PASS,reports/icml2027/final_closure/command_logs/0045_final_secrets.stdout.log,reports/icml2027/final_closure/command_logs/0045_final_secrets.stderr.log,,,,False
46,final_restricted_assets,"zsh -c 'python3 -c '""'""'from scripts.generate_execution_reports import large_file_audit; rows,blockers=large_file_audit(); restricted=[r for r in rows if r[""classification""]==""restricted_model_asset"" and r[""tracked""]==""true""]; print({""passed"":not blockers and not restricted,""blockers"":blockers,""restricted"":restricted}); raise SystemExit(bool(blockers or restricted))'""'""''",.,2026-08-12T13:30:43.064041Z,2026-08-12T13:30:43.760875Z,0.696421,0,PASS,reports/icml2027/final_closure/command_logs/0046_final_restricted_assets.stdout.log,reports/icml2027/final_closure/command_logs/0046_final_restricted_assets.stderr.log,,,,False
47,final_ruff,zsh -c 'python3 -m ruff check certgen scripts tests',.,2026-08-12T13:30:43.847668Z,2026-08-12T13:30:43.947901Z,0.099859,1,FAIL,reports/icml2027/final_closure/command_logs/0047_final_ruff.stdout.log,reports/icml2027/final_closure/command_logs/0047_final_ruff.stderr.log,,,,False
48,final_ruff_retry,zsh -c 'python3 -m ruff check certgen scripts tests',.,2026-08-12T13:31:00.448844Z,2026-08-12T13:31:00.507637Z,0.058441,0,PASS,reports/icml2027/final_closure/command_logs/0048_final_ruff_retry.stdout.log,reports/icml2027/final_closure/command_logs/0048_final_ruff_retry.stderr.log,,,,False
49,final_changed_mypy,zsh -c 'python3 -m mypy --follow-imports=skip certgen/icml2027 certgen/generation/generate_cifar10_diffusers.py certgen/features/extract.py scripts/icml2027 tests/icml2027',.,2026-08-12T13:31:00.610150Z,2026-08-12T13:31:00.809733Z,0.195449,0,PASS,reports/icml2027/final_closure/command_logs/0049_final_changed_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0049_final_changed_mypy.stderr.log,,,,False
50,final_full_mypy,python3 -m mypy certgen scripts,.,2026-08-12T13:31:06.530986Z,2026-08-12T13:31:22.419967Z,15.888322,1,EXPECTED_BOUNDARY,reports/icml2027/final_closure/command_logs/0050_final_full_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0050_final_full_mypy.stderr.log,,,,False
51,final_full_mypy_retry,python3 -m mypy certgen scripts,.,2026-08-12T13:32:09.707567Z,2026-08-12T13:32:12.352458Z,2.644370,1,EXPECTED_BOUNDARY,reports/icml2027/final_closure/command_logs/0051_final_full_mypy_retry.stdout.log,reports/icml2027/final_closure/command_logs/0051_final_full_mypy_retry.stderr.log,,,,False
52,final_default_pytest,zsh -c 'python3 -m pytest -q',.,2026-08-12T13:32:49.210206Z,2026-08-12T13:33:08.804965Z,19.594238,0,PASS,reports/icml2027/final_closure/command_logs/0052_final_default_pytest.stdout.log,reports/icml2027/final_closure/command_logs/0052_final_default_pytest.stderr.log,,,,False
53,final_ruff,zsh -c 'python3 -m ruff check certgen scripts tests',.,2026-08-12T13:33:08.891747Z,2026-08-12T13:33:08.954841Z,0.062725,0,PASS,reports/icml2027/final_closure/command_logs/0053_final_ruff.stdout.log,reports/icml2027/final_closure/command_logs/0053_final_ruff.stderr.log,,,,False
54,final_changed_mypy,zsh -c 'python3 -m mypy --follow-imports=skip certgen/icml2027 certgen/generation/generate_cifar10_diffusers.py certgen/features/extract.py scripts/icml2027 tests/icml2027',.,2026-08-12T13:33:09.060398Z,2026-08-12T13:33:10.341087Z,1.280279,0,PASS,reports/icml2027/final_closure/command_logs/0054_final_changed_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0054_final_changed_mypy.stderr.log,,,,False
55,final_full_mypy,python3 -m mypy certgen scripts,.,2026-08-12T13:33:14.364700Z,2026-08-12T13:33:18.097610Z,3.732324,1,EXPECTED_BOUNDARY,reports/icml2027/final_closure/command_logs/0055_final_full_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0055_final_full_mypy.stderr.log,,,,False
56,final_notebook_determinism,python3 -m certgen icml2027 notebooks check-determinism --root notebooks/kaggle/icml2027,.,2026-08-12T13:35:27.472471Z,2026-08-12T13:35:27.636324Z,0.163313,0,PASS,reports/icml2027/final_closure/command_logs/0056_final_notebook_determinism.stdout.log,reports/icml2027/final_closure/command_logs/0056_final_notebook_determinism.stderr.log,,,,False
57,final_diff_check,git diff --check,.,2026-08-12T13:35:27.716939Z,2026-08-12T13:35:27.744398Z,0.027125,0,PASS,reports/icml2027/final_closure/command_logs/0057_final_diff_check.stdout.log,reports/icml2027/final_closure/command_logs/0057_final_diff_check.stderr.log,,,,False
58,final_report_refresh,python3 scripts/icml2027/finalize_final_closure.py,.,2026-08-12T13:35:27.848082Z,2026-08-12T13:35:27.950612Z,0.102118,0,PASS,reports/icml2027/final_closure/command_logs/0058_final_report_refresh.stdout.log,reports/icml2027/final_closure/command_logs/0058_final_report_refresh.stderr.log,,,,False
59,portability_rehearsal,python3 scripts/icml2027/run_final_closure_science.py,.,2026-08-12T13:37:23.422905Z,2026-08-12T13:37:24.873723Z,1.450322,0,PASS,reports/icml2027/final_closure/command_logs/0059_portability_rehearsal.stdout.log,reports/icml2027/final_closure/command_logs/0059_portability_rehearsal.stderr.log,,,,False
60,portability_tests,python3 -m pytest -q tests/icml2027/test_final_closure.py,.,2026-08-12T13:37:24.963693Z,2026-08-12T13:37:26.825854Z,1.861721,0,PASS,reports/icml2027/final_closure/command_logs/0060_portability_tests.stdout.log,reports/icml2027/final_closure/command_logs/0060_portability_tests.stderr.log,,,,False
61,portability_ruff,python3 -m ruff check certgen/icml2027/payload.py,.,2026-08-12T13:37:26.911251Z,2026-08-12T13:37:27.008186Z,0.096581,0,PASS,reports/icml2027/final_closure/command_logs/0061_portability_ruff.stdout.log,reports/icml2027/final_closure/command_logs/0061_portability_ruff.stderr.log,,,,False
62,portability_mypy,python3 -m mypy --follow-imports=skip certgen/icml2027/payload.py,.,2026-08-12T13:37:27.091580Z,2026-08-12T13:37:28.190660Z,1.098701,0,PASS,reports/icml2027/final_closure/command_logs/0062_portability_mypy.stdout.log,reports/icml2027/final_closure/command_logs/0062_portability_mypy.stderr.log,,,,False
63,final_report_refresh,python3 scripts/icml2027/finalize_final_closure.py,.,2026-08-12T13:37:28.276943Z,2026-08-12T13:37:28.384279Z,0.106947,0,PASS,reports/icml2027/final_closure/command_logs/0063_final_report_refresh.stdout.log,reports/icml2027/final_closure/command_logs/0063_final_report_refresh.stderr.log,,,,False
64,final_diff_check,git diff --check,.,2026-08-12T13:37:41.473902Z,2026-08-12T13:37:41.492082Z,0.017863,0,PASS,reports/icml2027/final_closure/command_logs/0064_final_diff_check.stdout.log,reports/icml2027/final_closure/command_logs/0064_final_diff_check.stderr.log,,,,False
65,final_report_refresh,python3 scripts/icml2027/finalize_final_closure.py,.,2026-08-12T13:37:41.601478Z,2026-08-12T13:37:41.719810Z,0.117887,0,PASS,reports/icml2027/final_closure/command_logs/0065_final_report_refresh.stdout.log,reports/icml2027/final_closure/command_logs/0065_final_report_refresh.stderr.log,,,,False
