status,sample_budget_per_distribution,paired_stream_units,effect_scaled_to_unit_support,standard_deviation_scaled_to_unit_support,union_hoeffding_radius_raw,effect_exceeds_anytime_radius_at_budget,normal_approximation_signal_to_noise_descriptive,synthetic_validation_only,not_real_generator_evidence,not_empirical_paper_evidence,claim_allowed
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.01,0.35,0.3779016231821985,False,1.4285714285714288,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.025,0.05,0.3779016231821985,False,25.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.025,0.1,0.3779016231821985,False,12.5,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.025,0.2,0.3779016231821985,False,6.25,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.025,0.35,0.3779016231821985,False,3.5714285714285725,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.05,0.05,0.3779016231821985,False,50.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.05,0.1,0.3779016231821985,False,25.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.05,0.2,0.3779016231821985,False,12.5,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.05,0.35,0.3779016231821985,False,7.142857142857145,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.1,0.05,0.3779016231821985,False,100.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.1,0.1,0.3779016231821985,False,50.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.1,0.2,0.3779016231821985,False,25.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.1,0.35,0.3779016231821985,False,14.28571428571429,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.2,0.05,0.3779016231821985,True,200.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.2,0.1,0.3779016231821985,True,100.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.2,0.2,0.3779016231821985,True,50.0,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,5000,2500,0.2,0.35,0.3779016231821985,True,28.57142857142858,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.01,0.05,0.27639731927408734,False,14.142135623730947,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.01,0.1,0.27639731927408734,False,7.071067811865474,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.01,0.2,0.27639731927408734,False,3.535533905932737,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.01,0.35,0.27639731927408734,False,2.0203050891044216,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.025,0.05,0.27639731927408734,False,35.35533905932738,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.025,0.1,0.27639731927408734,False,17.67766952966369,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.025,0.2,0.27639731927408734,False,8.838834764831844,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.025,0.35,0.27639731927408734,False,5.050762722761055,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.05,0.05,0.27639731927408734,False,70.71067811865476,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.05,0.1,0.27639731927408734,False,35.35533905932738,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.05,0.2,0.27639731927408734,False,17.67766952966369,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.05,0.35,0.27639731927408734,False,10.10152544552211,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.1,0.05,0.27639731927408734,True,141.4213562373095,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.1,0.1,0.27639731927408734,True,70.71067811865476,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.1,0.2,0.27639731927408734,True,35.35533905932738,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.1,0.35,0.27639731927408734,True,20.20305089104422,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.2,0.05,0.27639731927408734,True,282.842712474619,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.2,0.1,0.27639731927408734,True,141.4213562373095,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.2,0.2,0.27639731927408734,True,70.71067811865476,True,True,True,False
EXPECTED_RESOLUTION_PLANNING_ONLY,10000,5000,0.2,0.35,0.27639731927408734,True,40.40610178208844,True,True,True,False
